Author,Comment,PublishedAt
@fasalharipratama-xk1qz,suara suara raisa,2023-03-02T11:00:58Z
@alsyamika.s.hforever2938,percayalah kasih jarak menghapus,2023-03-01T16:50:42Z
@alsyamika.s.hforever2938,janji setia menjaga hati luvu biii sh nya,2023-03-01T16:50:03Z
@ponijemduwet4415,1 maret 2023 kesabaran kebahagiaan kekuatan kesetiaan penantian dll,2023-03-01T15:05:53Z
@rafasyaalfarizki-fv5qg,tod,2023-03-01T07:48:49Z
@shaufihr26,kalimantan selatan 1 maret 2023 pergi malam,2023-02-28T18:40:09Z
@ariskadede1322,kesetiaan jarak terpisah ikatan kuat,2023-02-28T17:39:31Z
@rhanyJung,brand dress nya tiara putih,2023-02-28T15:39:48Z
@a.d.adinda9368,suka banget lagu inidi ulang teruskerennn titi suara nyaaaaa3,2023-02-28T08:47:37Z
@rosmiati-bo9ql,ldr mah ganti arti singkatan lelah diajak ribut or direbut ngakak negara selelucon itustop ribut2 cari pasangan aja,2023-02-28T07:23:14Z
@Rioutama664,gue banget 1 50 juta views,2023-02-28T04:28:56Z
@setiadin7825,tiara bener bener memanjakan mata telinga,2023-02-27T23:24:49Z
@facrazy5047,i love you 44,2023-02-27T15:05:46Z
@Ringkasandrama123,1 50juta 23 100juta,2023-02-27T10:49:54Z
@HaniHani-gv6ol,janset go 40 m,2023-02-27T10:11:51Z
@nurfadillah-sx2ew,berdasarkan pengalaman pribadi kah,2023-02-27T06:51:07Z
@mien8789,tiara andini,2023-02-27T05:56:31Z
@rizkyfidiansyah2768,gas 40 juta moo,2023-02-26T23:37:58Z
@alsyambimikaabadi,alhamdulillah moo penambahan view 66296,2023-02-26T20:04:40Z
@alsyambimikaabadi,andai ku genggam tanganmu khan rindu didalam hatiku,2023-02-26T20:03:41Z
@nengviny6604,ngefans banget sm tiara suaranya lembut bangettt,2023-02-26T09:03:13Z
@catylicious,denger lagu radio berpikir nyanyi raisa suara tiara banget suara raisa hehe,2023-02-26T06:40:47Z
@UmbiAnksh,janji setia menjaga hati luv u bii sh cintanya,2023-02-25T19:17:18Z
@UmbiAnksh,tahukah dirimu betapa diriku merindukan ku,2023-02-25T18:58:57Z
@SimonHut,denger lagu putar radio tp ga tau penyannyi nya kirain lagu raysa suaranya banget ehhh kaget klw tiara andini penyanyinya,2023-02-25T14:59:53Z
@akunbisnisbayar-te4tr,keren banget lagunya,2023-02-25T10:44:22Z
@emaknyadlyrics3110,alhamdulillaah 21 juta subscriber channel tiara andini,2023-02-25T06:19:51Z
@giinafauziiah06,mab janset 39m kaya lirik mba merin 39m amazing android,2023-02-24T10:37:17Z
@arigelendung2053,sumpah bagus banget suaranya kak tiara,2023-02-24T03:46:47Z
@bngken5407,janji setia tiara andini mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati salam filipina kawan2 negara ku cintai,2023-02-23T21:16:55Z
@pinkytawa2695,gak tau dengerin janset tuh adem bikin mrinding senyum senyum magicc,2023-02-23T10:53:35Z
@rickyardian881,udah nyalip lv merin popular videonya bergeser,2023-02-23T09:13:32Z
@anakikoki8318,gass 40 juta yok,2023-02-23T08:48:20Z
@putrijk08,masyaallah titi,2023-02-23T06:04:00Z
@queenaraadisya8602,musik video tiara favorit tetep apalag titi sm alshad lari2 slowmoin kerennn,2023-02-23T02:00:51Z
@nikenayufebrianti2815,btw alsat kabelnya dapet sambungan rooftop wkwkwkkw,2023-02-23T01:55:36Z
@emaknyadlyrics3110,next produser korea hmmm,2023-02-23T01:17:03Z
@Rioutama664,views nya udah melebihi merin,2023-02-22T16:59:42Z
@fauzi9765,ayu 40,2023-02-22T15:19:56Z
@ardiputra167,genapin 40m yokk berharap janset masuk top 50 spotify lagii,2023-02-22T12:05:49Z
@syariatulhasanah3100,alhamdulillah udh 39 juta dikit 40 juta alhamdulillah,2023-02-22T11:46:48Z
@fa_fa9972,yasss 39jt lanjooot 40 gasss poll moo,2023-02-22T05:19:26Z
@fibercreme1567,suka banget lagu tiara tolongggg bikin candu tau the best of titi,2023-02-22T05:09:39Z
@nimadeayodiaratnad.y2131,lagunya nyentuh banget,2023-02-22T00:46:51Z
@Yacen.81_84,39 juta geys semangat ngejar lv nyah merin kakaknya,2023-02-21T09:17:55Z
@krisfiyan2148,21223 39 juta views,2023-02-21T08:56:24Z
@herry_terbit11,song n voicenya enak banget d dengernya,2023-02-21T08:02:19Z
@sunariyati4638,congrat 39 juta views janji setia keep streaming ya guys,2023-02-21T07:59:17Z
@fikriabas6214,39 juta yuhuuu,2023-02-21T07:39:16Z
@emaknyadlyrics3110,alhamdulillaah jebol 39 juta views,2023-02-21T07:15:22Z
@shalmaa_,jgn paksa dirimu utk brsama dgn tdk mencintaimu pergilah mencintai dirimu,2023-02-21T06:46:29Z
@fauzi9765,240 keren si,2023-02-20T20:53:23Z
@ardiputra167,39 juta didepan mata,2023-02-20T18:46:36Z
@pinkytawa2695,40jt in maret moo menyambut maret anniv,2023-02-20T15:31:58Z
@engkaujauhdimatadekatdidoa1918,38 ribu 39 juta view,2023-02-20T13:18:04Z
@engkaujauhdimatadekatdidoa1918,percayalah kasih jarak menghapus janji setia menjaga hati,2023-02-20T13:17:44Z
@engkaujauhdimatadekatdidoa1918,38962737 x ditonton 2017 wib 20022023 548 ribu like 89 ribu komen 209 juta subscriber,2023-02-20T13:17:32Z
@Drgrace94,mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati hoohohho,2023-02-20T06:59:13Z
@emaknyadlyrics3110,meninggalkan jejak senin 20 februari 2023,2023-02-20T03:17:55Z
@faizah4420,lgu bruny4 mn4 k4 ti4r4,2023-02-20T02:46:58Z
@landa0849,best couple suka alshad tiara,2023-02-20T00:46:09Z
@alsyamikacintaqu6718,mengerti smua pungkiri miliki bumi dikala sepi mu andai ku genggam tanganmu rindu didalam hatiku tau kah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku pelangi menyinari,2023-02-19T19:54:26Z
@alsyamikacintaqu6718,percayalah kasih jarak menghapus janji setia menjaga hati,2023-02-19T13:11:51Z
@alsyamikacintaqu6718,105 lgi lusa gol 39 juta view hajaaar moo,2023-02-19T13:11:25Z
@alsyamikacintaqu6718,38895655 x ditonton 2010 wib 19022023 547 ribu like 89 ribu komen 209 juta subscriber,2023-02-19T13:10:50Z
@sofabiru6852,tiwul singkong,2023-02-19T04:27:00Z
@sydamoza7144,denger langsung suka banget,2023-02-19T03:02:37Z
@alsyamikacintaqu6718,tepatnya 19022023 pas nya 19 anksh buatmu disana single janji setia ku ukirkan utkmu happy anniversary 38 milikmu kesayanganku sh slu utk bii ku miliki ku lepas lagii love you so much,2023-02-18T19:32:43Z
@federicopeter2531,209m subscribe tiara andini,2023-02-18T16:34:18Z
@nurtrinisaaluthfiyyah126,yuk yuksuka sm suara lagu musik video nyaa gemes banget sm kk titi,2023-02-18T14:45:33Z
@teajustapple9133,bawaanya senyum kalo denger janset tuhtapi lg wjtpjwdjwttpjgmd banget hati,2023-02-18T13:00:30Z
@lelanurlela8025,rillis sampe ga bosen dengernya,2023-02-18T03:51:35Z
@fa_fa9972,otw 39jt yuu moo gass trs princess sofia tiara android,2023-02-18T03:17:16Z
@faaah.276,janji setia enak banget ya masaa,2023-02-18T02:53:26Z
@dspiderman1626,ku berjanji tuk setia terpaksa kuingkari hati engkau pergi meninggalkan mengajariku tuk merelakan,2023-02-18T01:59:44Z
@punyamasR647,l love you kk andini,2023-02-18T01:04:20Z
@dosenasn,sibuk dunia kerjanya capek dijadikan alasan berkomunikasi pasangannya berperilaku menunggu kabar darinya memutar balikkan fakta pasangan mengerti dunia kerjanya komunikasi berhenti lelah selingkuh lelaki hebat,2023-02-17T15:39:10Z
@taufikedanzzz5934,bagus lagunya ngena banget dihati,2023-02-17T10:17:57Z
@hafidyahwulan7700,yok dijadiin 40 juta view 1 th jadian bln maret semangat guys,2023-02-17T05:14:11Z
@emaknyadlyrics3110,alhamdulillaah congrats 209m subscribers channel yt tiara andini,2023-02-17T03:10:46Z
@abcde9618,lil bit different bis pengen dedikasiin ayah deh pasangan ahahaha,2023-02-16T16:29:27Z
@anikaalsyamquu9829,38717481 x ditonton 2309 wib 16022023 547 ribu like 89 ribu komen 208 juta subscriber taukah dirimu betapa diriku merindukanmu hadirmu,2023-02-16T16:11:52Z
@weniweni5076,liat video ya sumpah seuri soragan jujur teu aya bosen nigalina sukses tiara sareng ka aslad,2023-02-16T12:56:23Z
@sunariyati4638,pagi2 temenin janset berangkat kerja cok,2023-02-16T01:16:36Z
@syariatulhasanah3100,jansett ayoo gass 40 jtt,2023-02-16T00:21:15Z
@anikaalsyamquu9829,team janset mari ngalong yuuuk dikit lgi draw sm team mbak merin pejuang ldr yuuuk merapat terjanset taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu rindu didalam hatiku tau kah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku pelangi menyinari kitahuoooooho,2023-02-15T15:24:24Z
@rickyardian881,janset bener2 kuda hitam lagunya tiara awal2 rilis barengan mendi merin notice krn hype merin mendi lbh dominan lagu infonya ga jd rilis skrg musik video 2 tiara dg views seminggu jg nyalip lv merin,2023-02-15T14:52:06Z
@muhamadrifky4925,janset tetep tahta tertinggi lagu indo versi gue,2023-02-15T14:08:29Z
@green1501,lagu janset spotify emang gak seon top merin lagu dibilang on topnya sosial media lagu intro emang seenak secandu sih banget make backsound,2023-02-15T04:09:41Z
@pinkytawa2695,janset tuh kalo dengerin pake earphone merem gilaaa enak banget gw kyg denger sayup biola tipis lagunya mrinding,2023-02-14T15:35:11Z
@ningning707,lagu janji setia hati menyentuh,2023-02-14T14:17:49Z
@ningning707,best nya suara tiara,2023-02-14T14:16:20Z
@nihayatulkhasanah,merindukan hadirmu,2023-02-14T11:49:31Z
@kenshatv,sedih dengerin lagu berasa emosi hati,2023-02-14T08:40:19Z
@trandanh1121,who knew that having a good chef is more important than believing in yourself,2023-02-14T04:44:46Z
@sunariyati4638,alkhamdllh coment nya udah adem dah like coment nya rang orang,2023-02-14T04:16:42Z
@dka9783,mvnya terkonsep banget,2023-02-13T10:29:07Z
@nikenazhari8550,kawal halal ahhh sukak,2023-02-13T06:46:11Z
@irnahasibuan9317,pejuang ldr kumpul,2023-02-13T03:48:09Z
@anakikoki8318,pingin deh tiara bikin lagu romantis syahdu enak bgttt,2023-02-13T01:58:32Z
@Poetryriona,pas festival lagu dtggu audience lohh sing a long semuaa,2023-02-12T17:50:23Z
@AntonBudiono,detik detik merin kesalip jenset,2023-02-12T14:09:18Z
@risyaaja,ya allah reog kak pas dengerin usni,2023-02-12T12:28:22Z
@ellenyahya6737,suaranya raisa banget pas reff,2023-02-12T04:16:51Z
@pasukanceria,bntr lv merin kesalip yok yok 39 juta,2023-02-12T01:26:27Z
@anikamilikidiriku1475,tahukah dirimu betapa diriku merindukan hadirmu merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hatil,2023-02-12T01:24:48Z
@anikamilikidiriku1475,hujan turun mewakili hati terpa angin gambarkan resahku pelangi menyinari,2023-02-12T01:24:28Z
@anikamilikidiriku1475,38394124 x ditonton 0820 wib 12022021 546 ribu like 89 ribu komen 208 juta subscriber,2023-02-12T01:23:38Z
@Dhscantik,ahh seru banget janji setia emg daebak banget sampe terharu medan sing along pecah bft,2023-02-11T15:59:45Z
@enjoythevideo7416,merindukan hadirmu kabar kangen deh komen2,2023-02-11T10:18:53Z
@emaknyadlyrics3110,gumushh banget njip mootiara garis konser nya titi kemaren perform siang rela nungguin sampe titi perform malem semangat korlap yel yel nya tiara mootiara njip ikutan duet gemintang hatiku panggung asyik bingiiiiit trio keitiva bestian terbaik idol x sih fix no debat,2023-02-11T07:06:27Z
@doni.hdyt.,lagu indah banget sihhh,2023-02-11T05:52:48Z
@Trisnaalisya06,aahhh gemees mauu nangissssss,2023-02-10T15:23:44Z
@emaknyadlyrics3110,meninggalkan jejak 10 februari 2023,2023-02-10T14:17:12Z
@ariprahman3925,dipungkiri kumiliki,2023-02-10T10:28:33Z
@rizkyfidiansyah2768,gas gas 39 juta moo,2023-02-10T04:34:25Z
@pinkytawa2695,janset masterpiece banget sih gw pribadi gak tau denger janset tuh magic banget,2023-02-10T04:31:33Z
@geloraasmara1184,suka bnget aama lagu janji setia tiara hidup tanpamu keisya,2023-02-09T19:33:25Z
@alsyambimikaabadi,mengerti smua pungkiri miliki bumi dikala sepi mu andai ku genggam tanganmu rindu didalam hatiku taukah dirimu betapa diriku merindukanmu hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-02-09T16:43:14Z
@alsyambimikaabadi,hujan turun mewakili hati terpa angin gambarkan resahku pelangi menyinari,2023-02-09T16:41:23Z
@alsyambimikaabadi,38245725 x ditonton 2338 wib 09022023 546 ribu like 88 ribu komen 208 juta subscriber,2023-02-09T16:40:20Z
@Poetryriona,090223 merin goal 1001m spotify,2023-02-09T15:37:27Z
@cahayazuzma04,udah pas lagu skr makasi byk hei tiara dkk,2023-02-09T14:38:20Z
@everythingsuck4108,coba aja selen,2023-02-09T14:27:07Z
@fa_fa9972,tahukah dirimu betapa diriku merindukan hadirmu malam hujan deras bener2 mewakili hati janji setia menjaga hati,2023-02-09T14:15:41Z
@ekanurfidianingrum3146,denger lagu inget bapakkkaku kangen kasih sayang semoga bahagia disana keluarga,2023-02-09T09:41:22Z
@miarosita_,loveee bangeeet,2023-02-09T07:49:54Z
@muhamadrifky4925,suara tiara tuh lembut enak bgtt,2023-02-09T06:44:35Z
@zhra10_,lagu ny bikin dejavu ex hha,2023-02-09T04:33:37Z
@emaknyadlyrics3110,congrats 208m subscribers channel yt tiara andini,2023-02-09T03:53:16Z
@chocodonnuts_,ku ulang ulang saking candu nya lagu titi,2023-02-09T03:39:47Z
@GAMINGSPEED445,sukses slalu kak andini,2023-02-09T00:56:26Z
@fikhowijaya6485,nice song your voice very amazing,2023-02-08T16:01:09Z
@markkuizon7222,naliligaw ako pero worth it naman hahahahahaha,2023-02-08T14:51:20Z
@kristianaluluana4138,baru2 lagunya vc nya udah ngerasa lagunya romantis banget vc nya romantisnya ok banget lagunya,2023-02-08T09:02:14Z
@ladibahsifa342,bagus banget,2023-02-08T08:36:45Z
@dalilaibrahim4194,ya pasangan hatus komit biar hubungan nya langgeng,2023-02-08T00:33:19Z
@syariatulhasanah3100,300k ngelewatin merin,2023-02-07T11:20:12Z
@yunusmuhamadofficial9247,suaranya lembut beud ya klw cwo lg marah ama tiara trus dinyanyiin jdi ga marah kyanya,2023-02-07T05:05:47Z
@im.aprilmoon,nangis dgr lagunyaaaa pejuang ldr semangat yaaa,2023-02-07T04:52:38Z
@amaliza,seru,2023-02-07T03:26:40Z
@miamulyahusada4838,i like new music every day serious successfully perfect melodious class,2023-02-06T21:05:48Z
@alsarroz3502,38 juta,2023-02-06T17:52:11Z
@fa_fa9972,alhamdulillah 38jt gasss trs moo keep solid,2023-02-06T13:59:29Z
@alsyamika.s.hforever2938,semangat selamat utk 38 juta nya janset moo yuuuk jgn kasih kendor yt spotify tik tok nya janset sound tik tok nya populer merin maafkan terlanjur mencintai gas 4 sound tik tok 4 lagu titi,2023-02-06T10:05:25Z
@alsyamika.s.hforever2938,alhamdulillah puji syukur pencapaian musik video janset udah nyentuh angka 38 juta samaan dgn view vl mbak merin gas moo mbak merin nya jg biar barengan tembus 50 juta nya amin,2023-02-06T10:03:37Z
@alsyamika.s.hforever2938,38023328 x ditonton 1700 wib 06022023 545 ribu like 88 ribu komen 207 juta subscriber,2023-02-06T10:02:27Z
@mohdaiman9734,happy 38m janset,2023-02-06T08:49:10Z
@IMfine1012,congrats 38 juta views,2023-02-06T06:35:04Z
@livemusicbaliindonesia5211,drama seri sendiriprodusernya drama korea mumpung kesempatan bisadan penggemar mengharapkan maen drama seri indonesiaayoo guys tunjukkan performa,2023-02-06T04:07:58Z
@trieyulianto7618,7 ribu 38jt gass moo,2023-02-06T03:16:20Z
@syariatulhasanah3100,14 ribu janset ayo ayoo,2023-02-05T23:27:41Z
@mootiara.gorontalo,23k detikdetik 38m,2023-02-05T16:40:48Z
@ellinellin5475,greget banget detik 38jt bismillah ntar malam sabi 38jt semangat,2023-02-05T15:49:44Z
@mootiara.gorontalo,33k nih 38m semangat streaming mootiara,2023-02-05T13:22:32Z
@alsyamika.s.hforever2938,merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-02-05T10:47:12Z
@alsyamika.s.hforever2938,39 ribu lgi moo 38 juta hajaaaar,2023-02-05T10:46:31Z
@alsyamika.s.hforever2938,37961261 x ditonton 1743 wib 05022023 545 ribu like 88 ribu komen 207 juta subscriber,2023-02-05T10:45:33Z
@dodilintau3098,4 pacaran kandas d jalan harini ketemu d rasakan hati,2023-02-05T07:08:14Z
@fa_fa9972,malam 38jt gass poll moo,2023-02-05T05:59:33Z
@haryaniresi7224,20182023 mudahyok yuk melupakan ituuu,2023-02-05T03:31:26Z
@Bungaa2100,janji setia menjaga hati,2023-02-05T01:32:30Z
@fzishorts1669,ayunan nya beli dmn kak,2023-02-05T01:22:39Z
@mailis4285,kalo denger suara tiara andini bikin ademm hati lagunya sukakarena emang udah suka suaranyajadi nyanyi lagu q sukasukses trs tiara andini,2023-02-05T00:20:34Z
@user-nd5tt4it8y,merindukan hadirmuada,2023-02-05T00:10:21Z
@alsyamika.s.hforever2938,hujan turun mewakili hatiterpa angin gambarkan resahku menyinari,2023-02-04T23:41:58Z
@alsyamika.s.hforever2938,taukah dirimu betapa diriku merindukanmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-02-04T23:40:53Z
@alsyamika.s.hforever2938,37924206 x ditonton 0636 wib 05012023 544 ribu like 89 ribu komen 27 juta subscriber,2023-02-04T23:39:25Z
@syariatulhasanah3100,100k moo 38 juta,2023-02-04T15:11:13Z
@mohyusufmaksum,auto merindukan sang istri,2023-02-04T03:02:11Z
@bbangtell2142,hmm,2023-02-03T16:17:25Z
@fa_fa9972,bismillah yuuu besok 38jt gassss poll moo semangat streamingnya abaikan gak fokus tiara,2023-02-03T14:16:39Z
@anikamilikidiriku1475,hujan turun mewakili hati terpa angin gambarkan resahku pelangi menyinari,2023-02-03T13:04:32Z
@anikamilikidiriku1475,37832698 x ditonton 2000 wib 03022023 544 ribu like 89 ribu komen 207 juta subscriber,2023-02-03T13:03:08Z
@Anikaalsyambiku,37779964 x ditonton 0341 wib 03022023 544 ribu like 89 ribu komen 207 juta subscribe,2023-02-02T20:43:02Z
@sultansubarry4889,kelazzz mah,2023-02-02T18:08:27Z
@naranadiapuspitasari7266,lagu ldr banget,2023-02-02T12:39:31Z
@abilgilang6835,mobil ya,2023-02-02T09:10:46Z
@emaknyadlyrics3110,meninggalkan jejak 1 februari 2023,2023-02-01T13:53:53Z
@Anikaalsyambiku,taukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-02-01T11:51:53Z
@Anikaalsyambiku,37690216 x ditonton 1850 wib 01022023 544 ribu like 89 ribu komen 207 juta subscribe,2023-02-01T11:51:33Z
@afifahhps_,lyrics mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati,2023-02-01T11:04:00Z
@nandaauraleaalicia474,mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati hoohohho,2023-02-01T01:52:15Z
@ismynurul1682,cuman mikir aja ga sebahagia orang lainapa dunia ngga ngeijinin bahagia cape hidup gini,2023-01-31T14:14:02Z
@lipollipoles,manusia memahami mengalami,2023-01-31T10:09:53Z
@fa_fa9972,bumi dikala sunyi,2023-01-31T06:01:02Z
@bukansiapasiapa385,bangke luh kak andini rilisnya nih lagu sampe kalo denger nih lagu auto mewek gw,2023-01-31T04:24:19Z
@yovita9407,mengerti dipungkiri kumiliki bumi sunyi takkan menantimu andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati andai ku genggam tanganmu takkan rindu hatiku ohoh tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus kauhapus janji setia menjaga hati hujan turun mewakili hati terpa angin gambarkan resahku hooh pelangi pelangi menyinari hooh merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati merindukan hadirmu percayalah oh kasihku jarak menghapus janji setia menjaga hati hoohohho,2023-01-31T03:14:54Z
@alsyambiabadiselamanya4020,percayalah kasih jarak menghapus janji setia menjaga hati,2023-01-30T22:40:43Z
@alsyambiabadiselamanya4020,37572607 x ditonton 0539 wib 31012023 543 ribu like 89 ribu komen 2 07 juta subscribe,2023-01-30T22:40:26Z
@alsyambiabadiselamanya4020,37560053 x ditonton 2254 wib 30012023 543 ribu like 89 ribu komen percayalah kasih jarak menghapus janji setia menjaga hati,2023-01-30T15:55:25Z
@syariatulhasanah3100,dr 500k 38 gassken,2023-01-30T12:11:01Z
@wulanmoonlight,karakter suaranya raisa,2023-01-30T03:44:11Z
@prasetya.15,dr 2023,2023-01-29T22:36:17Z
@siswatiningsih723,perfect cocok love you kalean berdua,2023-01-29T21:38:58Z
@jajatsudrajat1246,mencari mantan gw komen sinisoalnya suka bngt lagu heheskrng dah ilang kmna kangen bngt gw,2023-01-29T16:33:25Z
@syariatulhasanah3100,375 yuk dikit,2023-01-29T11:22:13Z
@a.jnaiboas4646,2023,2023-01-28T22:08:06Z
@putriataya705,suara mu ti ya allah masyaallah,2023-01-28T08:43:08Z
@putriataya705,masyaallah,2023-01-28T08:42:17Z
@nikeoktaviani2136,pengin liat titi nyanyi lagu tp versi korea,2023-01-28T04:22:38Z
@syariatulhasanah3100,semangat streaming ya moo,2023-01-28T03:40:20Z
@mashuri1849,masyaallah cantik banget sukses trus bahagia trus dn langgeng trus ka alshad,2023-01-27T13:14:00Z
@syariatulhasanah3100,duluaan janset merin 38 juta,2023-01-27T12:32:16Z
@Zeadreenafamily,outfitnya dress kyk dipakai bunga showcase idol 2023 ya,2023-01-27T11:31:52Z
@nurhikmahsaridewi7202,tiara andini makasih lagunya andai ku genggam tanganmu takkan rindu hatiku tahukah dirimu betapa diriku merindukan hadirmu percayalah kasih jarak menghapus janji setia menjaga hati,2023-01-27T06:36:45Z
@totosams7970,mama selen love banget suaranaya lembuuuut dwnger full nya kerasa banget kalo lgi kangen denger lagu mashaallah nangis,2023-01-27T02:24:42Z
@dinasillahe3167,suara nya enk bgett ya alloh bayi ku dgr suara tiara tdr diayunan lgsg tertidurkhas ny lembut bangetttttvdio ny kerenn kisah2 kek untk thn 90an cucok bgetalshaddd,2023-01-27T00:32:52Z
@nickyaprilia4120,fase,2023-01-26T16:46:47Z
@emaknyadlyrics3110,5059311 ml spotify tiara andini alhamdulillah 21k,2023-01-26T06:46:05Z
@savirajuliandini3750,cute aa kaya pangeran berkuda putih banget titi kaya putri dongeng,2023-01-25T17:39:20Z
@janjistiabymysideanksh1942,masya allah janset 22 tangga 68 dgn ds 170172 gas moo yuuuk masukin lgi 50 biar deketan sm mbak merin,2023-01-25T13:25:49Z
@janjistiabymysideanksh1942,37216432 x ditonton 2020 wib 25012023 542 ribu like 88 ribu komen 206 juta subscribe,2023-01-25T13:21:03Z
@irsyadfaizmaulanang3506,berharap langit kecewa sedalam lautan 25 januari 2023,2023-01-25T10:52:31Z
@Airaa_227,37 juta x d tonton wihh,2023-01-25T05:29:06Z
@roseshelia578,saltinggg astagaaaaa,2023-01-24T19:40:01Z
@ichaicha256,cantik banget tiara,2023-01-24T12:48:35Z
@bubuhu8493,woohooo 5 juta monthly listener spotify titi alhamdulillaah kualitas berbanding lurus komersialitas,2023-01-24T07:48:34Z
@fa_fa9972,menantimu,2023-01-24T06:27:13Z
@aldialamsah8831,bagus,2023-01-24T03:03:31Z
@emaknyadlyrics3110,congrats 5juta ml spotify tiara andini,2023-01-24T03:02:53Z
@AbdKarimSutanto,ujian jarak berjauhan menjaga hati komitmen setia terimakasih lagu mewakili perasaanku,2023-01-23T22:45:18Z
@janjistiabymysideanksh1942,37083883 x ditonton 0217 wib 24012023 542 ribu like 89 ribu komen 206 juta subscribe percayalah kasih jarak menghapus janji setia menjaga hati,2023-01-23T19:17:30Z
@risyaaja,salting,2023-01-23T14:10:46Z
@erwinpermana344,tua lagu2 spt lbih muda2,2023-01-23T12:33:38Z
@rosdianah1964,300,2023-01-23T10:35:10Z
@wahyunurhayati2188,merinding sukses semoga allah melancarkan jodoh n rezeki tiara n alshat,2023-01-23T05:54:33Z
@petersonjambi3009,tiara sllu bawakan lagu slow cocok dgn karakternya,2023-01-23T01:05:29Z
@rizkyfidiansyah2768,moo gas 38 juta,2023-01-22T23:50:30Z
@anikaalsyamquu19112,37 juta yeeees,2023-01-22T16:24:03Z
@anikaalsyamquu19112,37000477 x ditonton 2322 wib 22012023 541 ribu like 88 ribu komen 206 juta subscribe,2023-01-22T16:23:43Z
@danielshane4882,gak beda ama penyanyi raisa keren,2023-01-22T15:06:59Z
@danielshane4882,cri khas banget raisa,2023-01-22T15:06:22Z
@janjistiabymysideanksh1942,merindukan hadirmu,2023-01-22T13:03:16Z
@janjistiabymysideanksh1942,8 ribu lgi moo 37 juta view janset hajaaaar,2023-01-22T13:01:31Z
@janjistiabymysideanksh1942,36992153 x ditonton 2001 wib 22012023 541 ribu like 88 ribu komen percayalah kasih jarak menghapus janji setia menjaga hati,2023-01-22T13:01:08Z
@muhaswadjaya1944,semangat bang alshad ahmad,2023-01-22T11:43:31Z
@ekapuspita1880,dikit 37 moo,2023-01-22T07:04:26Z
@syariatulhasanah3100,dikit 37 moo,2023-01-22T04:14:08Z
